Name X Y BlueF GreenF RedF Size RadialVelocity
DG2460 -29.0157 -24.5713 2.785e-16 2.370e-16 1.160e-16 74.0455 674.23
DG2489 -26.2675 28.1101 6.372e-15 4.470e-15 1.501e-15 486.4615 202.36
DG2490 -26.6896 28.9644 2.261e-15 1.922e-15 7.989e-16 208.0192 203.97
DG2491 -26.4694 26.9794 2.183e-15 1.986e-15 7.960e-16 194.0909 202.32
DG2492 -26.2062 28.6013 2.120e-15 1.661e-15 7.697e-16 203.2502 202.76
DG2493 -26.6659 29.1367 2.289e-15 1.700e-15 6.684e-16 203.6573 200.85
DG2494 -26.8143 28.8327 2.401e-15 1.912e-15 7.706e-16 195.1852 202.89
DG2495 -26.2206 28.5391 2.314e-15 1.820e-15 7.286e-16 213.8 204.25
DG2496 -26.8943 28.1136 8.173e-26 1.836e-27 9.417e-33 254.3936 204.79
DG2497 -27.5447 29.0693 7.316e-26 1.960e-27 9.178e-33 224.2752 204.7
DG2498 -27.4033 28.6046 8.828e-26 2.024e-27 8.867e-33 270.366 201.86
DG2499 -26.4842 27.2630 2.348e-15 1.945e-15 8.292e-16 220.9857 202.6
DG2500 -27.0611 28.1962 2.255e-15 1.752e-15 7.786e-16 195.2497 201.89
DG2559 -20.3890 -20.9594 1.677e-16 1.458e-16 6.229e-17 60.0455 751.49
DG2581 -0.3937 24.4849 6.207e-16 5.306e-16 2.309e-16 173.8467 394.76
DG2614 -32.4489 -37.1358 1.343e-15 1.090e-15 3.633e-16 294.4166 465.44
DG2615 -32.7247 -36.9499 3.470e-16 2.856e-16 1.342e-16 179.2812 465.05
DG2616 -32.8521 -37.6298 4.952e-26 1.441e-27 6.649e-33 85.2425 465.72
DG2617 -32.7811 -36.9029 5.381e-16 4.515e-16 1.929e-16 105.6523 464.69
DG2618 -33.0346 -37.6682 5.112e-16 4.482e-16 2.035e-16 105.8615 466.75
DG2619 -32.5564 -37.2275 3.126e-16 2.622e-16 1.220e-16 282.1392 466.65
DG2620 -33.0264 -36.9381 5.506e-26 1.520e-27 6.904e-33 106.5136 465.57
DG2621 -32.0172 -37.2763 6.745e-16 5.888e-16 2.444e-16 104.4171 463.52
DG2622 -32.3522 -37.2252 5.173e-16 3.807e-16 1.675e-16 86.1688 466.27
DG2623 -32.0571 -36.5267 3.461e-16 2.948e-16 1.374e-16 106.7036 464.68
DG2624 -32.6896 -37.1038 5.541e-26 1.564e-27 6.451e-33 91.7343 464.52
DG2625 -33.4276 -37.5142 5.129e-16 3.792e-16 1.772e-16 90.6098 463.91
DG2626 -32.2335 -36.6353 5.038e-16 4.606e-16 1.899e-16 101.593 466.28
DG2627 -32.9226 -37.2653 4.715e-16 4.362e-16 1.759e-16 96.2942 463.62
DG2628 -31.6803 -36.9517 5.590e-16 4.122e-16 2.113e-16 94.2599 468.48
DG2629 -32.1731 -37.5103 4.110e-16 2.768e-16 1.224e-16 141.8507 465.55
DG2630 -31.9570 -37.1860 4.092e-16 3.947e-16 1.721e-16 87.4707 467.98
DG2767 14.0980 6.0299 3.855e-14 2.836e-14 9.589e-15 852.7374 67.17
DG2768 15.0702 5.4608 1.418e-14 1.025e-14 5.055e-15 440.7795 65.08
DG2769 12.7969 5.0066 1.292e-14 1.070e-14 4.754e-15 518.7875 64.9
DG2770 14.1881 5.6874 2.552e-25 6.419e-27 2.802e-32 628.6299 68.46
DG2771 13.4064 5.4028 1.700e-14 1.376e-14 5.527e-15 579.7852 65.4
DG2772 12.5725 7.7204 2.752e-25 7.315e-27 3.467e-32 582.2946 67.65
DG2773 13.1171 4.9199 1.356e-14 1.054e-14 4.680e-15 551.5198 66.74
DG2774 14.6782 6.4805 1.461e-14 1.206e-14 4.979e-15 588.9903 65.49
DG2775 15.5620 5.4370 2.698e-25 7.271e-27 2.863e-32 446.9119 64.29
DG2776 14.2774 5.3552 9.718e-15 8.374e-15 3.640e-15 1081.4867 64.56
DG2777 15.8398 4.4521 1.494e-14 1.194e-14 5.018e-15 432.6919 63.61
DG2778 15.0112 3.6141 1.186e-14 8.944e-15 4.173e-15 596.8433 67.59
DG2779 12.8889 7.3126 2.492e-25 6.453e-27 2.685e-32 573.854 65.17
DG2859 -7.9774 14.1254 3.503e-14 2.653e-14 8.528e-15 1184.3737 83.09
DG2860 -5.7896 11.5195 1.179e-14 9.090e-15 4.626e-15 454.8841 82.65
DG2861 -9.5314 13.3235 2.413e-25 6.062e-27 2.860e-32 538.2489 86.78
DG2862 -7.2383 12.3692 1.380e-14 1.048e-14 4.977e-15 513.1663 87.43
DG2863 -7.5277 12.6755 2.292e-25 6.457e-27 2.945e-32 615.6381 88.26
DG2864 -9.7531 14.1901 1.361e-14 1.247e-14 5.700e-15 522.6848 85.57
DG2865 -8.5441 16.3053 1.405e-14 1.176e-14 4.533e-15 495.733 85.48
DG2866 -6.0572 14.0407 7.679e-15 6.680e-15 2.870e-15 848.3882 85.52
DG2867 -8.2776 11.1876 1.506e-14 1.144e-14 4.990e-15 581.8723 81.34
DG2868 -7.7202 14.9138 1.634e-14 1.321e-14 4.872e-15 477.097 85.95
DG2869 -5.8446 14.2407 1.273e-14 1.058e-14 4.532e-15 497.0686 86.81
DG2870 -8.9351 17.1380 1.364e-14 1.022e-14 4.468e-15 485.1082 83.31
DG2871 -7.9449 16.8962 1.322e-14 1.018e-14 4.343e-15 475.681 85.01
DG2872 -5.6993 15.4133 1.289e-14 1.203e-14 4.640e-15 566.9667 87.54
DG2873 -8.6553 14.8743 7.782e-15 5.898e-15 2.745e-15 619.1508 85.28
DG2874 -8.2437 13.5527 9.284e-15 7.711e-15 3.051e-15 1087.0325 81.96
DG2875 -5.9806 11.8080 1.356e-14 1.170e-14 5.025e-15 591.6537 82.63
DG2905 -16.3445 -26.8701 7.496e-15 6.046e-15 2.661e-15 772.1388 134.38
DG2906 -15.7189 -26.7865 9.352e-15 8.244e-15 3.288e-15 407.9118 134.61
DG2907 -16.1954 -26.2570 1.114e-14 8.830e-15 4.442e-15 502.1203 134.12
DG2908 -16.8720 -27.2815 1.163e-14 9.211e-15 4.095e-15 367.9913 133.65
DG2909 -17.2722 -27.2702 9.906e-15 8.089e-15 3.649e-15 421.0749 135.35
DG2925 -7.5800 -41.4364 2.687e-16 2.371e-16 9.622e-17 131.5865 564.49
DG2926 -7.4664 -41.2488 4.347e-16 3.353e-16 1.454e-16 85.9673 563.48
DG2927 -7.6370 -41.3732 6.194e-26 1.577e-27 7.534e-33 86.0548 564.51
DG2928 -7.6207 -41.2899 4.053e-16 3.153e-16 1.325e-16 77.795 563.26
DG2929 -7.6659 -41.5766 5.894e-26 1.537e-27 7.014e-33 110.4359 564.59
DG2946 27.8637 -16.1854 7.594e-17 7.026e-17 3.293e-17 70.4671 1149.75
DG2947 27.8207 -16.2686 1.810e-16 1.480e-16 5.881e-17 46.8446 1149.21
DG2948 27.7873 -16.1060 1.150e-16 8.674e-17 4.447e-17 41.9051 1148.96
DG2949 27.8350 -16.1485 1.363e-16 1.074e-16 5.071e-17 44.2666 1149.73
DG2950 27.9011 -16.1022 1.339e-16 1.108e-16 5.445e-17 43.9185 1149.07
DG2951 14.2832 -25.0377 2.121e-16 1.762e-16 7.941e-17 48.8934 750.01
DG2952 14.2767 -24.9691 8.983e-26 2.277e-27 1.075e-32 59.5506 750.94
DG2985 -19.9147 23.5598 1.212e-15 8.772e-16 3.064e-16 157.1835 575.92
DG2986 -19.6334 23.8044 4.479e-16 4.005e-16 1.652e-16 84.3518 576.78
DG2987 -19.4589 22.9424 4.995e-16 4.032e-16 1.794e-16 85.6168 583.41
DG2988 -19.9195 23.0626 3.151e-16 2.146e-16 1.053e-16 97.0233 578.08
DG2989 -19.5187 23.9151 4.361e-16 3.631e-16 1.588e-16 74.118 575.45
DG2990 -19.4106 23.5152 5.750e-16 4.824e-16 1.857e-16 100.8302 577.39
DG2991 -19.2993 22.7046 5.754e-26 1.524e-27 7.160e-33 101.8833 578.1
DG2992 -20.2188 23.9733 3.311e-16 2.937e-16 1.238e-16 153.336 584.89
DG2993 -18.9524 22.8250 4.166e-16 3.292e-16 1.412e-16 81.75 581.82
DG2994 -19.7461 23.9219 5.678e-26 1.503e-27 6.996e-33 102.9751 583.59
DG2995 -20.2985 23.4914 4.391e-16 3.787e-16 1.656e-16 92.0362 583.36
DG2996 -20.1148 23.3196 3.974e-16 3.356e-16 1.467e-16 76.8071 580.77
DG2997 -19.5535 23.7598 2.776e-16 2.490e-16 1.046e-16 132.0389 584.45
DG2998 -19.3731 24.1918 4.177e-16 3.687e-16 1.823e-16 105.5679 574.27
DG2999 -19.9958 22.8879 4.405e-16 3.336e-16 1.424e-16 69.7965 577.21
DG3000 -19.2930 23.5873 4.775e-16 3.578e-16 1.741e-16 93.3342 583.47
DG3001 -19.1157 23.4732 5.046e-16 4.049e-16 1.704e-16 82.9949 579.94
DG3002 -19.4043 24.1818 4.742e-16 3.910e-16 1.824e-16 90.1602 580.01
DG3003 -19.9664 23.0969 6.252e-16 4.473e-16 1.947e-16 67.0286 581.13
DG3004 -19.3714 23.4973 4.385e-16 3.594e-16 1.551e-16 89.4429 580.59
DG3005 -19.4258 23.2306 5.562e-26 1.491e-27 7.622e-33 100.4826 576.28
DG3006 -19.8511 23.9511 2.857e-16 2.270e-16 1.008e-16 107.1924 579.74
DG3007 -19.1668 23.1310 2.537e-16 2.311e-16 9.885e-17 106.2001 577.2
DG3008 -19.7651 22.8528 3.164e-16 2.536e-16 1.159e-16 128.9219 578.6
DG3009 -20.8899 23.8880 4.477e-16 3.661e-16 1.590e-16 76.1747 577.7
DG3010 -19.1192 23.8404 3.880e-16 3.340e-16 1.548e-16 77.6114 583.22
DG3011 -20.1375 24.3070 2.837e-16 2.183e-16 1.006e-16 108.1306 581.44
DG3012 -19.7857 23.5070 3.345e-16 2.739e-16 1.228e-16 155.3251 582.19
DG3013 -20.6587 23.0208 5.645e-26 1.613e-27 6.824e-33 93.0968 576.76
DG3014 -19.4360 23.9701 4.819e-16 3.873e-16 1.698e-16 90.452 580.99
DG3018 0.3082 -13.7464 1.490e-16 1.228e-16 4.974e-17 75.3332 806.22
DG3019 32.9695 -19.8901 4.626e-16 3.700e-16 1.251e-16 121.1849 907.67
DG3020 33.1521 -20.0303 1.394e-16 1.020e-16 4.850e-17 91.25 907.79
DG3021 32.8274 -19.7537 1.071e-16 9.210e-17 4.212e-17 73.2624 908.2
DG3022 33.0748 -19.8548 1.542e-16 1.359e-16 5.922e-17 49.6527 905.76
DG3023 33.1697 -19.7054 1.728e-16 1.376e-16 6.455e-17 54.9528 904.94
DG3024 32.5307 -19.8390 1.042e-16 9.213e-17 4.640e-17 73.3114 909.31
DG3025 32.9593 -19.3760 1.431e-16 1.260e-16 5.424e-17 51.6732 911.28
DG3026 32.6938 -19.4531 9.773e-17 8.318e-17 3.857e-17 63.8663 911.0
DG3027 33.4877 -19.9900 1.651e-16 1.453e-16 6.253e-17 54.7286 904.16
DG3028 32.7794 -20.2578 1.011e-16 8.779e-17 4.245e-17 60.7767 908.3
DG3029 32.7124 -19.9811 1.510e-16 1.225e-16 5.507e-17 46.8079 903.99
DG3030 33.1076 -20.1736 1.143e-16 9.254e-17 4.587e-17 45.3752 903.91
DG3031 33.1797 -20.3383 1.494e-16 1.438e-16 6.551e-17 54.2273 907.85
DG3032 33.4179 -20.0078 1.157e-25 3.601e-27 1.551e-32 57.2215 903.96
DG3033 33.3067 -20.1012 1.319e-16 1.299e-16 6.384e-17 47.0168 909.67
DG3034 32.5928 -19.8979 1.515e-16 1.205e-16 5.705e-17 48.3625 903.85
DG3035 32.2949 -19.5771 1.229e-25 3.308e-27 1.608e-32 61.6492 905.69
DG3036 33.2233 -20.2280 1.135e-16 8.533e-17 3.874e-17 73.3525 905.68
DG3037 33.3607 -20.0405 1.499e-16 1.213e-16 5.661e-17 46.5369 907.79
DG3038 32.7219 -19.8605 1.235e-16 1.068e-16 4.565e-17 81.6827 904.11
DG3039 33.2629 -19.4284 1.074e-16 8.442e-17 4.310e-17 52.8501 906.11
DG3040 33.1172 -20.0184 1.587e-16 1.366e-16 6.683e-17 45.7499 907.9
DG3041 32.6214 -19.6300 1.531e-16 1.202e-16 5.840e-17 42.7796 908.28
DG3042 32.3708 -20.0413 1.775e-16 1.455e-16 6.442e-17 50.3848 908.05
DG3043 32.9639 -19.8651 1.022e-16 8.334e-17 3.806e-17 149.1408 909.46
DG3090 17.1342 4.9876 6.688e-16 5.978e-16 2.318e-16 225.3838 327.49
DG3091 16.8724 5.1856 9.059e-16 8.611e-16 3.616e-16 141.8229 328.41
DG3092 17.1686 4.8933 8.781e-16 7.252e-16 3.012e-16 129.8699 329.41
DG3093 17.2884 5.0089 9.783e-16 8.008e-16 3.733e-16 127.821 329.07
DG3094 17.0129 5.1764 9.604e-16 6.840e-16 3.176e-16 118.1166 327.63
DG3095 17.1346 5.2871 9.055e-16 6.983e-16 2.980e-16 115.136 328.39
DG3109 22.9087 -33.5997 6.037e-15 4.444e-15 1.387e-15 620.3935 176.45
DG3110 25.0504 -34.7521 3.101e-15 2.570e-15 1.051e-15 216.472 177.33
DG3111 23.4755 -32.7178 1.498e-15 1.149e-15 5.304e-16 403.7757 174.59
DG3112 22.2637 -34.1627 1.855e-15 1.704e-15 6.638e-16 170.195 173.66
DG3113 24.8382 -34.9296 2.097e-15 1.621e-15 7.701e-16 184.567 180.56
DG3114 22.9724 -35.3322 7.345e-26 1.841e-27 8.444e-33 270.0789 175.29
DG3115 21.2418 -33.4666 2.072e-15 1.685e-15 7.360e-16 174.9931 174.44
DG3116 22.8960 -36.1365 2.219e-15 1.950e-15 8.804e-16 230.6748 176.91
DG3117 22.4273 -32.7587 1.992e-15 1.578e-15 6.877e-16 171.1578 174.53
DG3118 24.9086 -35.7725 7.637e-26 1.944e-27 9.078e-33 253.3305 178.74
DG3119 20.6129 -34.7226 1.591e-15 1.235e-15 5.376e-16 255.4063 181.07
DG3120 21.5530 -34.1320 1.524e-15 1.143e-15 5.314e-16 299.6549 176.32
DG3121 20.9311 -32.0006 2.204e-15 1.925e-15 8.542e-16 218.7653 174.09
DG3122 22.2777 -32.5774 2.572e-15 1.917e-15 9.501e-16 233.0904 182.2
DG3123 23.9897 -31.4327 2.425e-15 1.888e-15 9.340e-16 191.5941 180.0
DG3124 23.3160 -36.0034 2.919e-15 2.294e-15 9.441e-16 184.7876 175.13
DG3125 23.2607 -35.4549 6.417e-26 1.943e-27 9.885e-33 209.3338 181.02
DG3126 22.1665 -35.6324 6.208e-26 1.758e-27 9.020e-33 243.4707 179.54
DG3127 22.2925 -32.4245 2.270e-15 1.733e-15 8.231e-16 181.6852 181.95
DG3128 21.9393 -32.0778 2.592e-15 2.072e-15 9.342e-16 253.2826 179.67
DG3129 23.0636 -31.8505 1.443e-15 1.081e-15 4.626e-16 254.7812 176.57
DG3130 23.8424 -34.0846 2.125e-15 1.611e-15 7.385e-16 193.45 180.25
DG3131 22.2048 -31.3034 6.949e-26 1.871e-27 8.481e-33 205.7623 174.13
DG3132 20.9684 -31.6202 2.438e-15 1.909e-15 8.450e-16 193.988 176.2
DG3133 23.5920 -34.8240 2.482e-15 2.061e-15 8.987e-16 261.8357 175.11
DG3134 22.6581 -32.0786 1.715e-15 1.324e-15 5.656e-16 367.9882 177.0
DG3135 21.5300 -31.7996 2.328e-15 2.051e-15 9.337e-16 224.5799 175.21
DG3136 22.2228 -33.8719 3.282e-15 2.570e-15 1.073e-15 208.0545 175.02
DG3137 21.4764 -31.4641 2.070e-15 1.852e-15 7.354e-16 188.221 173.9
DG3138 22.0085 -34.7127 7.844e-26 1.890e-27 8.639e-33 212.4476 174.62
DG3139 -26.3242 -31.0979 2.803e-16 2.202e-16 1.051e-16 96.2951 607.44
DG3240 -12.1182 -36.4013 6.208e-16 4.736e-16 1.662e-16 152.9593 848.74
DG3241 -12.4490 -36.3841 9.275e-26 2.119e-27 1.135e-32 71.5896 849.02
DG3242 -12.2603 -36.6689 2.049e-16 1.737e-16 7.726e-17 55.0855 847.8
DG3243 -11.9422 -36.2407 2.220e-16 1.806e-16 8.352e-17 60.0397 848.16
DG3244 -12.0382 -36.6788 3.046e-16 2.539e-16 1.034e-16 47.4307 848.9
DG3245 -11.8766 -36.3148 2.136e-16 1.900e-16 8.381e-17 64.4881 848.61
DG3246 -12.1243 -36.4769 2.302e-16 1.824e-16 7.648e-17 59.119 849.07
DG3247 -12.3599 -36.3571 2.104e-16 1.604e-16 7.789e-17 60.2411 848.28
DG3248 -12.0516 -36.7791 2.032e-16 1.605e-16 8.170e-17 59.5113 847.94
DG3249 -12.1194 -36.4342 2.093e-16 1.743e-16 8.372e-17 51.8642 847.39
DG3250 -12.0900 -36.4898 1.418e-16 1.137e-16 6.555e-17 67.0016 848.67
DG3251 -3.7270 38.4129 1.215e-25 3.030e-27 1.435e-32 60.6317 918.62
DG3252 -3.6103 38.2724 1.211e-25 3.006e-27 1.543e-32 52.2503 918.93
DG3253 -3.7208 38.2460 1.757e-16 1.384e-16 7.489e-17 50.6976 918.42
DG3254 -3.7275 38.1936 1.628e-16 1.361e-16 5.491e-17 44.4484 918.0
DG3283 -2.6711 -8.2588 1.524e-15 1.301e-15 5.277e-16 398.2004 227.12
DG3284 -2.6552 -8.0326 6.772e-26 1.870e-27 8.560e-33 232.1423 228.57
DG3285 -2.6490 -7.6809 7.639e-26 1.998e-27 9.617e-33 214.9395 226.96
DG3286 -3.2401 -8.2107 7.524e-26 1.804e-27 8.922e-33 223.6882 227.67
DG3287 -3.1089 -8.1205 7.235e-26 1.974e-27 9.431e-33 289.0338 227.18
DG3288 -2.7644 -8.2788 2.112e-15 1.665e-15 7.635e-16 177.764 227.83
DG3289 -2.8330 -8.5267 8.233e-26 1.863e-27 8.372e-33 175.6453 227.21
DG3300 -39.6290 24.6553 9.272e-17 7.327e-17 3.490e-17 33.7107 1292.18
DG3301 -39.6027 24.6693 9.392e-17 7.198e-17 3.419e-17 31.8989 1293.07
DG3302 -39.6089 24.6912 8.783e-17 7.459e-17 3.528e-17 35.1532 1293.24
DG3336 -17.6823 31.7734 5.219e-26 1.319e-27 6.374e-33 99.1822 484.29
DG3337 -17.8873 31.9272 5.725e-16 4.926e-16 2.015e-16 90.4647 484.71
DG3338 -17.5955 31.7590 5.225e-16 5.128e-16 2.089e-16 102.5434 485.27
DG3339 -17.5402 31.9517 6.176e-16 4.654e-16 2.138e-16 95.8976 485.2
DG3399 5.7804 -33.7626 1.214e-15 9.499e-16 4.280e-16 215.1195 284.69
DG3434 -35.7267 5.6708 3.292e-15 2.766e-15 1.188e-15 740.8828 132.7
DG3435 -35.9618 5.1502 1.123e-25 2.720e-27 1.405e-32 317.3642 130.7
DG3436 -35.2904 6.3062 4.109e-15 3.370e-15 1.524e-15 302.5638 130.46
DG3437 -35.8611 5.7709 3.433e-15 2.739e-15 1.095e-15 278.7174 131.97
DG3438 -35.6987 5.7207 4.401e-15 3.637e-15 1.413e-15 290.801 132.09
DG3439 -35.6284 6.0080 6.496e-15 4.602e-15 1.997e-15 321.8214 132.8
DG3440 -35.9886 6.6959 3.143e-15 2.750e-15 1.180e-15 330.9359 132.6
DG3441 -36.9297 6.1855 4.274e-15 3.395e-15 1.603e-15 255.795 130.37
DG3480 13.4004 36.7725 3.955e-16 3.288e-16 1.390e-16 74.5991 582.27
DG3481 13.4116 36.8087 5.950e-26 1.538e-27 6.774e-33 97.847 582.2
DG3493 -12.2472 14.2949 1.577e-15 1.264e-15 5.269e-16 231.6773 230.23
DG3579 3.3982 -40.4081 7.426e-15 5.849e-15 1.972e-15 605.7305 234.32
DG3580 2.8843 -39.5243 8.827e-26 2.020e-27 1.003e-32 324.6156 233.86
DG3581 3.6003 -38.9578 2.891e-15 2.314e-15 9.081e-16 185.6176 232.33
DG3582 4.8921 -43.3242 3.101e-15 2.706e-15 1.184e-15 240.4478 235.35
DG3583 3.0402 -39.2374 3.197e-15 2.472e-15 1.156e-15 268.6571 233.41
DG3584 1.3559 -39.2915 2.480e-15 2.253e-15 9.441e-16 235.2443 233.3
DG3585 1.6431 -41.4839 8.359e-26 2.346e-27 1.034e-32 310.3981 234.05
DG3586 5.2165 -41.5072 2.731e-15 2.359e-15 9.607e-16 204.1092 235.17
DG3587 3.8529 -40.6154 3.221e-15 2.630e-15 1.163e-15 269.4152 237.82
DG3588 4.5350 -39.9205 2.287e-15 1.903e-15 8.098e-16 380.0761 235.8
DG3589 3.8754 -39.5896 2.781e-15 2.187e-15 9.486e-16 189.3879 234.34
DG3590 4.1977 -39.9809 1.733e-15 1.586e-15 7.822e-16 435.7628 235.25
DG3591 5.2096 -40.6074 9.024e-26 2.207e-27 9.529e-33 320.9187 234.67
DG3592 5.1511 -40.1279 2.562e-15 2.331e-15 9.634e-16 217.926 237.45
DG3593 3.2570 -39.0480 2.969e-15 2.317e-15 9.599e-16 208.1278 234.65
DG3594 4.1012 -40.8551 3.032e-15 2.360e-15 1.017e-15 221.5796 233.6
DG3595 4.6834 -37.8843 8.387e-26 2.092e-27 1.044e-32 239.0224 234.93
DG3596 2.5708 -39.0022 2.010e-15 1.471e-15 7.568e-16 353.9271 235.3
DG3597 2.2323 -42.6248 3.115e-15 2.781e-15 1.233e-15 237.501 239.04
DG3598 3.7399 -38.8625 3.101e-15 2.044e-15 1.075e-15 237.1003 233.86
DG3599 5.4209 -42.1120 7.592e-26 2.050e-27 1.016e-32 310.3298 234.07
DG3600 3.8238 -41.7443 2.005e-15 1.686e-15 6.771e-16 280.2438 237.03
DG3601 3.4223 -39.8087 2.229e-15 1.846e-15 8.034e-16 247.8061 234.55
DG3602 1.6955 -38.9984 2.710e-15 2.311e-15 1.008e-15 214.9398 235.21
DG3607 29.6864 -5.7992 9.817e-17 8.878e-17 4.110e-17 36.3829 1302.41
DG3608 29.6709 -5.8761 6.692e-17 5.555e-17 2.652e-17 39.5906 1302.63
DG3609 29.7117 -5.8479 2.983e-25 8.686e-27 3.845e-32 38.6338 1302.41
DG3610 29.7983 -5.8986 3.251e-25 8.333e-27 4.339e-32 42.8263 1303.18
DG3667 -39.0160 41.6602 7.836e-15 6.435e-15 2.739e-15 403.8153 106.61
DG3668 -39.8497 42.0132 1.515e-25 4.266e-27 1.905e-32 448.597 107.11
DG3669 -39.9852 41.3697 5.513e-15 4.753e-15 1.735e-15 445.2305 106.67
DG3676 7.7166 5.9977 9.738e-15 7.801e-15 3.631e-15 620.7162 62.37
DG3677 8.0474 5.0733 1.180e-14 1.099e-14 4.614e-15 480.8998 63.0
DG3678 7.7078 5.1475 1.495e-14 1.183e-14 5.147e-15 637.1703 63.31
DG3679 8.0162 4.4305 1.021e-14 7.315e-15 3.314e-15 601.6913 63.51
DG3720 -11.0184 23.6809 2.601e-16 2.042e-16 9.523e-17 146.0198 644.29
DG3721 -10.9901 23.5067 2.949e-16 2.312e-16 1.076e-16 65.5839 643.28
DG3722 -11.0740 23.6587 3.629e-16 2.767e-16 1.108e-16 77.6285 641.93
DG3723 -10.9115 23.7793 5.876e-26 1.600e-27 8.814e-33 86.6517 644.17
DG3724 -10.9261 23.5990 3.379e-16 3.140e-16 1.296e-16 74.5026 644.56
DG3725 -11.1060 23.8051 4.585e-16 3.694e-16 1.473e-16 76.5778 644.14
DG3744 -10.2846 -40.2587 9.704e-16 8.055e-16 3.347e-16 251.4474 361.4
DG3745 -10.3600 -40.7846 1.483e-15 1.225e-15 5.230e-16 153.9816 360.66
DG3746 -10.2256 -40.0944 1.497e-15 1.287e-15 5.461e-16 180.3183 362.37
DG3747 -10.4263 -40.2130 1.381e-15 1.137e-15 5.017e-16 156.0013 362.18
DG3748 -9.9317 -40.1415 1.383e-15 1.156e-15 4.747e-16 155.1463 362.09
DG3749 24.3199 -10.4991 2.933e-15 2.245e-15 7.630e-16 400.1477 353.4
DG3750 25.1903 -10.5337 1.160e-15 8.902e-16 3.772e-16 123.9395 357.72
DG3751 24.1219 -10.9234 9.753e-16 9.290e-16 3.718e-16 153.7385 357.05
DG3752 24.5938 -10.1304 9.765e-16 6.988e-16 3.030e-16 267.5011 352.48
DG3753 24.8858 -10.2392 1.070e-15 9.110e-16 3.692e-16 124.7906 353.25
DG3754 23.4683 -10.5467 5.137e-26 1.490e-27 7.341e-33 159.5398 353.03
DG3755 24.3227 -9.8301 5.345e-26 1.585e-27 6.699e-33 113.0051 355.54
DG3756 24.0950 -10.9658 1.234e-15 1.046e-15 4.572e-16 144.5528 355.48
DG3757 24.6775 -10.8181 1.271e-15 9.513e-16 4.844e-16 178.9883 354.07
DG3758 23.7503 -10.0790 1.246e-15 1.005e-15 4.443e-16 167.6406 357.63
DG3759 24.7484 -10.1461 1.068e-15 8.695e-16 3.642e-16 131.1736 356.93
DG3760 24.5482 -10.2632 5.490e-26 1.496e-27 6.606e-33 162.8207 359.08
DG3761 23.6947 -10.6213 1.081e-15 8.362e-16 3.635e-16 152.9026 358.5
DG3762 24.1463 -10.0474 1.132e-15 8.670e-16 4.000e-16 127.4194 354.36
DG3763 24.8319 -10.3695 5.824e-26 1.582e-27 6.822e-33 159.9739 353.77
DG3770 17.1444 -15.0860 7.204e-15 5.257e-15 1.748e-15 617.9203 240.16
DG3771 16.8349 -14.3978 3.017e-15 2.676e-15 1.161e-15 212.3659 240.07
DG3772 16.8679 -14.8686 1.999e-15 1.673e-15 7.280e-16 223.7336 239.92
DG3773 17.2872 -15.1668 2.846e-15 2.247e-15 1.039e-15 223.377 241.17
DG3774 17.1469 -15.3870 2.864e-15 2.360e-15 9.808e-16 212.6343 241.47
DG3775 16.7138 -14.6948 2.067e-15 1.606e-15 7.030e-16 311.9207 242.27
DG3776 17.1393 -15.7891 2.964e-15 2.774e-15 1.063e-15 272.964 238.97
DG3777 16.7606 -14.4916 3.168e-15 2.710e-15 1.127e-15 267.6299 237.76
DG3778 16.5017 -14.8964 2.736e-15 2.511e-15 1.049e-15 251.3313 242.32
DG3779 17.1734 -15.6032 2.763e-15 2.287e-15 9.395e-16 216.8709 238.98
DG3780 16.7291 -15.0794 8.268e-26 1.985e-27 1.019e-32 243.4327 238.98
DG3781 16.9870 23.3946 3.505e-16 2.561e-16 1.260e-16 166.8512 486.14
DG3782 17.3355 23.6170 4.753e-16 4.345e-16 1.837e-16 101.0448 485.01
DG3783 17.1581 23.3196 3.932e-16 3.000e-16 1.298e-16 141.5255 487.33
DG3784 16.8245 23.1577 4.985e-16 4.161e-16 1.708e-16 94.1565 485.76
DG3785 17.0302 23.2528 5.754e-16 4.670e-16 2.294e-16 97.1548 486.18
DG3786 17.2117 23.4325 5.352e-16 4.496e-16 1.827e-16 94.6478 484.78
DG3787 16.6581 23.2883 5.157e-16 4.054e-16 1.808e-16 92.8289 485.49
DG3788 16.9987 23.8115 5.020e-16 3.943e-16 1.758e-16 85.8196 486.7
DG3789 17.2540 23.2051 5.744e-16 4.632e-16 2.075e-16 94.8534 486.53
DG3862 -13.2245 -44.0873 7.221e-17 6.491e-17 3.116e-17 67.8865 1272.12
DG3863 -13.1940 -43.9535 6.759e-17 5.891e-17 3.065e-17 48.8258 1273.99
DG3864 -13.3027 -44.1992 9.616e-17 7.583e-17 3.958e-17 39.1318 1273.15
DG3865 -13.2849 -44.0320 1.163e-16 9.779e-17 4.134e-17 39.563 1273.25
DG3866 -13.2972 -44.0658 6.817e-17 6.353e-17 2.699e-17 41.8951 1273.76
DG3867 -13.2567 -44.1428 1.058e-16 9.238e-17 4.076e-17 41.705 1273.2
DG3933 30.3022 44.4298 4.294e-16 3.651e-16 1.657e-16 97.2393 544.97
DG3934 30.5755 44.7150 5.022e-16 3.809e-16 1.631e-16 78.7973 544.44
DG3935 30.2688 44.5128 5.674e-16 3.976e-16 1.845e-16 99.4579 543.92
