Name X Y BlueF GreenF RedF Parallax RadialVelocity Variable?
S187950 40.308 25.5953 2.230e-17 1.803e-17 8.339e-18 0.0 47.87 0.0
S187951 40.2851 25.5811 4.353e-17 3.392e-17 1.464e-17 0.0 48.33 0.0
S187952 40.3145 25.6181 5.585e-14 4.735e-14 2.365e-14 0.0 47.89 1.0
S187953 39.9384 25.252 1.422e-17 1.078e-17 4.570e-18 0.0 49.47 0.0
S187954 39.9798 25.2822 8.709e-21 1.216e-20 1.769e-20 0.0 49.58 0.0
S187955 40.2931 25.6201 9.394e-17 6.595e-17 2.407e-17 0.0 47.98 0.0
S187956 40.2846 25.6233 3.312e-17 2.593e-17 1.125e-17 0.0 48.2 1.0
S187957 40.2934 25.6402 1.352e-18 1.232e-18 7.397e-19 0.0 48.11 0.0
S187958 40.289 25.6399 1.319e-18 2.436e-18 6.545e-18 0.0 48.04 0.0
S187959 40.3186 25.6785 1.603e-22 3.153e-22 9.476e-22 0.0 48.25 0.0
S187960 39.9745 25.2344 3.956e-22 6.453e-22 1.286e-21 0.0 49.48 0.0
S187961 40.0034 25.2411 1.047e-16 7.359e-17 2.723e-17 0.0 49.16 0.0
S187962 40.0121 25.2424 9.585e-21 1.385e-20 2.065e-20 0.0 49.41 0.0
S187963 40.2592 25.6438 3.138e-18 2.567e-18 1.283e-18 0.0 48.35 0.0
S187966 40.2203 25.6422 2.682e-18 4.142e-18 7.308e-18 0.0 48.53 0.0
S187967 40.2229 25.654 9.550e-19 1.792e-18 4.747e-18 0.0 48.59 0.0
S187968 40.1998 25.6567 3.203e-18 5.953e-18 1.498e-17 0.0 48.59 0.0
S187969 40.0481 25.2207 1.351e-17 1.100e-17 5.068e-18 0.0 49.38 0.0
S187970 40.1665 25.6271 1.224e-17 1.010e-17 4.882e-18 0.0 48.54 0.0
S187971 40.1901 25.6531 1.285e-22 2.749e-22 9.709e-22 0.0 48.72 0.0
S187972 40.0264 25.1819 4.914e-18 3.983e-18 1.836e-18 0.0 49.2 0.0
S187973 40.0775 25.231 4.371e-20 5.092e-20 4.922e-20 0.0 49.1 0.0
S187974 40.1816 25.6418 5.834e-19 1.075e-18 2.784e-18 0.0 48.58 0.0
S187975 40.0803 25.2144 7.004e-20 7.527e-20 6.360e-20 0.0 49.05 0.0
S187976 40.1281 25.2445 7.213e-20 8.395e-20 8.127e-20 0.0 49.05 0.0
S187977 40.0879 25.2215 3.168e-17 2.348e-17 9.298e-18 0.0 49.01 0.0
S187978 40.1284 25.2409 5.179e-18 1.091e-17 3.854e-17 0.0 48.83 1.0
S187980 40.1013 25.6242 1.042e-18 9.418e-19 5.332e-19 0.0 49.16 0.0
S187981 40.0943 25.6582 1.012e-18 9.454e-19 5.878e-19 0.0 48.88 0.0
S187982 40.092 25.6266 1.678e-16 1.164e-16 3.962e-17 0.0 48.84 0.0
S187983 40.1647 25.2442 1.386e-18 2.233e-18 4.199e-18 0.0 48.73 0.0
S187984 40.0798 25.6351 1.455e-19 1.611e-19 1.445e-19 0.0 48.88 0.0
S187985 40.0456 25.6058 1.386e-18 2.377e-18 5.240e-18 0.0 49.2 0.0
S187986 40.0574 25.5979 3.678e-14 2.552e-14 9.014e-15 0.0 49.2 0.0
S187987 40.0111 25.6175 8.656e-18 7.098e-18 3.469e-18 0.0 49.21 0.0
S187988 40.0415 25.6151 5.574e-19 5.509e-19 4.009e-19 0.0 49.24 0.0
S187989 40.2196 25.2707 1.251e-18 2.213e-18 5.143e-18 0.0 48.45 0.0
S187990 40.0314 25.5885 1.173e-17 9.312e-18 4.263e-18 0.0 49.03 1.0
S187991 40.2396 25.2706 1.897e-18 1.628e-18 8.589e-19 0.0 48.37 0.0
S187992 40.0171 25.573 7.022e-19 1.319e-18 3.434e-18 0.0 49.42 0.0
S187993 39.9912 25.5836 8.462e-20 9.986e-20 9.726e-20 0.0 49.41 0.0
S187994 39.9626 25.5915 2.131e-19 2.375e-19 2.100e-19 0.0 49.33 0.0
S187995 40.2881 25.2858 6.837e-18 5.588e-18 2.782e-18 0.0 48.36 0.0
S187996 40.304 25.2858 1.206e-17 9.617e-18 4.381e-18 0.0 48.33 1.0
S187998 40.3168 25.3041 9.859e-18 7.858e-18 3.740e-18 0.0 48.35 0.0
S187999 39.9405 25.5513 7.812e-20 9.286e-20 9.573e-20 0.0 49.41 0.0
S188000 40.324 25.3213 2.056e-17 1.601e-17 7.105e-18 0.0 48.09 1.0
S188001 40.3105 25.3409 2.294e-18 1.976e-18 1.059e-18 0.0 48.19 0.0
S188002 39.9274 25.5268 3.065e-18 2.672e-18 1.457e-18 0.0 49.65 0.0
S188003 39.952 25.4984 3.817e-19 3.755e-19 2.549e-19 0.0 49.72 0.0
S188004 39.8966 25.5201 1.449e-17 1.152e-17 5.324e-18 0.0 49.52 0.0
S188006 39.8752 25.5155 3.030e-18 6.615e-18 2.394e-17 0.0 49.66 1.0
S192910 30.5632 24.6842 1.513e-19 1.579e-19 1.222e-19 0.0 108.25 0.0
S192911 30.5182 24.6355 1.014e-18 1.796e-18 4.105e-18 0.0 108.42 0.0
S192913 30.555 24.7125 8.083e-20 8.844e-20 7.646e-20 0.0 109.31 0.0
S192914 30.5593 24.6744 1.215e-20 1.552e-20 1.841e-20 0.0 106.93 0.0
S192916 30.5617 24.666 1.894e-19 1.989e-19 1.554e-19 0.0 106.91 0.0
S192925 30.551 24.6544 2.569e-18 6.252e-18 2.828e-17 0.0 107.22 1.0
S192926 30.5738 24.7221 3.490e-19 3.594e-19 2.759e-19 0.0 110.22 0.0
S192927 30.5541 24.6302 4.617e-20 5.528e-20 5.704e-20 0.0 107.12 0.0
S192930 30.5566 24.6828 2.488e-19 2.450e-19 1.724e-19 0.0 108.55 0.0
S192934 30.5495 24.5888 7.999e-19 1.417e-18 3.348e-18 0.0 107.32 0.0
S192935 30.5581 24.6694 1.432e-22 2.673e-22 7.023e-22 0.0 107.66 0.0
S192936 30.5753 24.7416 1.927e-20 2.364e-20 2.584e-20 0.0 110.07 0.0
S192939 30.5646 24.701 3.074e-20 3.631e-20 3.664e-20 0.0 109.6 0.0
S192942 30.5677 24.7197 5.919e-19 1.172e-18 3.462e-18 0.0 109.49 0.0
S192943 30.5614 24.6775 1.879e-20 2.239e-20 2.342e-20 0.0 107.67 0.0
S192945 30.5562 24.6676 1.722e-22 3.051e-22 7.470e-22 0.0 106.95 0.0
S192947 30.5371 24.6414 1.238e-20 1.502e-20 1.669e-20 0.0 108.14 0.0
S192948 30.5506 24.7367 1.106e-18 2.165e-18 6.337e-18 0.0 109.05 0.0
S192950 30.5275 24.617 2.715e-20 3.209e-20 3.358e-20 0.0 108.12 0.0
S192952 30.564 24.6806 4.207e-22 7.558e-22 1.785e-21 0.0 107.66 0.0
S192953 30.5612 24.6876 9.325e-20 9.499e-20 7.331e-20 0.0 108.93 0.0
S192954 30.5609 24.6771 5.289e-18 9.989e-18 2.712e-17 0.0 107.49 0.0
S192955 30.5865 24.7677 9.584e-19 8.070e-19 4.267e-19 0.0 110.0 0.0
S192957 30.5644 24.6856 2.557e-22 4.680e-22 1.165e-21 0.0 108.94 0.0
S192958 30.5449 24.5969 1.493e-21 2.286e-21 3.896e-21 0.0 107.31 0.0
S192961 30.5684 24.6606 6.070e-20 6.629e-20 5.665e-20 0.0 108.24 0.0
S192962 30.5671 24.6905 4.990e-22 8.634e-22 1.934e-21 0.0 109.69 0.0
S192965 30.577 24.6755 1.719e-22 3.512e-22 1.143e-21 0.0 108.48 0.0
S192967 30.55 24.6504 2.571e-22 4.822e-22 1.280e-21 0.0 106.91 0.0
S192968 30.553 24.6573 9.089e-22 1.449e-21 2.743e-21 0.0 107.24 0.0
S192970 30.5559 24.6751 1.229e-22 2.335e-22 6.147e-22 0.0 108.3 0.0
S192971 30.5622 24.6884 4.331e-14 3.123e-14 1.190e-14 0.0 109.16 0.0
S192972 30.5512 24.6805 2.198e-18 3.626e-18 7.181e-18 0.0 108.53 0.0
S192973 30.5434 24.6102 5.618e-22 9.368e-22 1.976e-21 0.0 107.18 0.0
S192974 30.5687 24.6996 4.651e-21 6.681e-21 1.034e-20 0.0 109.82 0.0
S192976 30.5627 24.7422 2.110e-21 3.434e-21 6.651e-21 0.0 109.34 0.0
S192979 30.5728 24.6904 9.544e-22 1.500e-21 2.751e-21 0.0 109.01 0.0
S192980 30.5715 24.6807 8.847e-20 9.123e-20 6.734e-20 0.0 108.23 0.0
S192981 30.5682 24.6906 6.770e-22 1.136e-21 2.475e-21 0.0 109.0 0.0
S192983 30.5542 24.6539 7.987e-22 1.345e-21 2.939e-21 0.0 106.89 0.0
S192984 30.5611 24.6865 5.639e-19 5.392e-19 3.615e-19 0.0 109.16 0.0
S192985 30.5595 24.6752 5.094e-20 6.111e-20 6.495e-20 0.0 107.42 0.0
S192987 30.5836 24.717 1.358e-19 1.387e-19 1.006e-19 0.0 109.22 0.0
S192989 30.5599 24.6925 1.624e-18 3.315e-18 1.022e-17 0.0 108.89 0.0
S192990 30.5626 24.6869 2.569e-19 2.608e-19 1.955e-19 0.0 109.49 0.0
S192992 30.5618 24.6696 2.567e-22 4.667e-22 1.169e-21 0.0 107.44 0.0
S192993 30.5633 24.6848 1.137e-18 1.767e-18 3.176e-18 0.0 108.63 0.0
S192994 30.5262 24.5507 5.392e-21 7.777e-21 1.172e-20 0.0 107.51 0.0
S192995 30.583 24.7235 1.467e-20 1.849e-20 2.148e-20 0.0 109.19 0.0
S192998 30.5688 24.6889 4.912e-21 7.063e-21 1.021e-20 0.0 109.84 0.0
S192999 30.582 24.7584 5.975e-19 9.336e-19 1.690e-18 0.0 110.07 0.0
S193001 30.5611 24.7006 1.658e-20 2.026e-20 2.128e-20 0.0 110.08 0.0
S193002 30.5724 24.6795 1.108e-22 2.156e-22 6.248e-22 0.0 107.58 0.0
S193003 30.5616 24.6938 1.132e-21 1.785e-21 3.375e-21 0.0 110.22 0.0
S193004 30.5634 24.6681 1.228e-22 2.565e-22 8.147e-22 0.0 107.01 0.0
S193005 30.5599 24.6831 4.901e-22 8.469e-22 1.850e-21 0.0 108.47 0.0
S193007 30.5599 24.6649 5.705e-14 4.715e-14 2.314e-14 0.0 107.03 1.0
S193010 30.5623 24.6866 1.060e-20 1.429e-20 1.841e-20 0.0 109.34 0.0
S193016 30.5463 24.6525 4.462e-19 6.980e-19 1.214e-18 0.001 107.5 0.0
S193017 30.5601 24.6986 1.123e-21 1.825e-21 3.621e-21 0.0 109.1 0.0
S193019 30.5687 24.6901 2.795e-21 4.384e-21 7.720e-21 0.0 109.43 0.0
S193021 30.5581 24.6534 2.671e-19 2.569e-19 1.729e-19 0.0 107.11 0.0
S193022 30.547 24.537 3.629e-21 4.973e-21 7.068e-21 0.0 107.85 0.0
S193023 30.5622 24.71 1.799e-21 2.746e-21 4.780e-21 0.0 109.13 0.0
S193024 30.5615 24.6702 2.616e-19 2.584e-19 1.808e-19 0.0 107.63 0.0
S193026 30.5437 24.6466 9.301e-22 1.585e-21 3.454e-21 0.0 108.08 0.0
S193029 30.561 24.6729 1.866e-21 2.926e-21 5.378e-21 0.0 106.96 0.0
S193031 30.5684 24.6511 2.801e-22 5.499e-22 1.578e-21 0.0 107.6 0.0
S193032 30.5644 24.732 1.048e-22 2.045e-22 5.840e-22 0.0 109.96 0.0
S193033 30.5757 24.7514 2.153e-22 4.050e-22 1.061e-21 0.0 109.82 0.0
S193034 30.5609 24.6797 3.106e-21 4.658e-21 7.664e-21 0.0 107.14 0.0
S193038 30.5552 24.6857 5.764e-22 9.206e-22 1.816e-21 0.0 108.62 0.0
S193039 30.5642 24.6774 1.984e-22 3.560e-22 8.736e-22 0.0 107.91 0.0
S193041 30.5687 24.7303 4.875e-22 8.075e-22 1.630e-21 0.0 110.11 0.0
S193042 30.5518 24.691 1.588e-22 2.862e-22 6.995e-22 0.0 108.76 0.0
S193044 30.5647 24.6611 3.254e-19 3.183e-19 2.144e-19 0.0 107.93 0.0
S193045 30.5516 24.6218 2.283e-21 3.321e-21 5.245e-21 0.0 107.12 0.0
S193049 30.5665 24.6945 4.458e-21 6.042e-21 8.134e-21 0.0 109.82 0.0
S193050 30.5446 24.6858 4.882e-22 8.426e-22 1.841e-21 0.0 108.63 0.0
S193053 30.5902 24.7896 6.066e-19 9.065e-19 1.509e-18 0.0 109.82 0.0
S193054 30.5916 24.7645 8.645e-21 1.156e-20 1.529e-20 0.0 109.99 0.0
S193056 30.5617 24.6811 2.076e-21 3.290e-21 6.022e-21 0.0 108.34 0.0
S193058 30.5875 24.7274 9.599e-22 1.441e-21 2.431e-21 0.0 109.22 0.0
S193059 30.5648 24.7007 4.477e-20 5.151e-20 4.903e-20 0.0 110.05 0.0
S193060 30.5727 24.6739 1.673e-16 5.769e-16 5.473e-15 0.0 108.24 0.0
S193062 30.5623 24.6817 2.884e-21 4.227e-21 6.792e-21 0.0 108.35 0.0
S193063 30.587 24.699 7.010e-19 6.928e-19 4.882e-19 0.0 108.79 0.0
S193064 30.5666 24.7248 3.402e-20 4.146e-20 4.518e-20 0.0 109.76 0.0
S193069 30.5403 24.662 7.614e-20 8.755e-20 8.154e-20 0.0 108.37 0.0
S193073 30.5813 24.6711 4.193e-22 7.509e-22 1.772e-21 0.0 108.49 1.0
S193074 30.5625 24.7161 2.624e-20 3.353e-20 4.117e-20 0.0 109.66 0.0
S193079 30.5542 24.658 2.049e-21 3.156e-21 5.495e-21 0.0 107.35 0.0
S193080 30.5618 24.7071 2.026e-22 4.039e-22 1.197e-21 0.0 110.1 0.0
S193081 30.5602 24.6813 3.593e-21 5.226e-21 7.857e-21 0.0 107.94 0.0
S193082 30.5749 24.6621 2.944e-20 3.508e-20 3.687e-20 0.0 108.26 0.0
S193083 30.5605 24.7062 2.839e-21 4.430e-21 7.963e-21 0.0 109.79 0.0
S193086 30.5447 24.6093 4.340e-21 6.479e-21 1.050e-20 0.0 107.14 0.0
S193087 30.5652 24.7152 6.073e-18 4.918e-18 2.228e-18 0.0 110.13 0.0
S193088 30.5884 24.7203 2.058e-21 3.311e-21 6.233e-21 0.0 108.9 0.0
S193089 30.5638 24.7018 4.818e-21 6.806e-21 1.037e-20 0.0 109.77 0.0
S193093 30.5727 24.7197 1.004e-22 1.903e-22 5.177e-22 0.0 110.24 0.0
S193094 30.583 24.7385 2.433e-19 2.423e-19 1.738e-19 0.0 110.12 0.0
S193101 30.5584 24.6925 1.475e-18 2.675e-18 6.335e-18 0.0 108.78 0.0
S193104 30.5675 24.6751 4.134e-22 7.722e-22 1.979e-21 0.0 108.11 0.0
S193109 30.5632 24.6843 6.577e-19 1.291e-18 3.835e-18 0.0 108.59 0.0
S193110 30.5689 24.6828 1.070e-19 1.216e-19 1.122e-19 0.0 106.81 0.0
S193113 30.565 24.685 1.040e-21 1.766e-21 3.859e-21 0.0 109.43 0.0
S193114 30.5785 24.7376 9.751e-21 1.320e-20 1.695e-20 0.0 109.91 0.0
S193115 30.5634 24.682 1.031e-22 2.232e-22 7.879e-22 0.0 107.94 0.0
S193117 30.5818 24.7608 2.620e-21 3.561e-21 5.055e-21 0.0 109.92 0.0
S193119 30.5579 24.6984 1.696e-19 1.830e-19 1.537e-19 0.0 109.16 0.0
S193121 30.5664 24.683 3.915e-20 4.427e-20 4.121e-20 0.0 107.85 0.0
S193122 30.5642 24.681 1.085e-22 2.002e-22 5.176e-22 0.0 107.54 0.0
S193124 30.5725 24.6889 5.743e-22 9.916e-22 2.177e-21 0.0 110.12 0.0
S193125 30.5735 24.6944 1.045e-20 1.373e-20 1.772e-20 0.0 110.22 0.0
S193126 30.566 24.6805 1.600e-22 3.048e-22 7.899e-22 0.0 108.32 0.0
S193128 30.569 24.6845 1.583e-20 2.079e-20 2.638e-20 0.0 108.45 0.0
S193129 30.5595 24.7324 2.660e-22 5.167e-22 1.453e-21 0.0 109.13 0.0
S193131 30.5613 24.6729 2.556e-20 3.163e-20 3.429e-20 0.0 107.05 0.0
S193132 30.5686 24.6771 3.541e-21 5.257e-21 8.535e-21 0.0 107.94 0.0
S193134 30.5657 24.6794 7.483e-22 1.227e-21 2.383e-21 0.001 107.08 0.0
S193137 30.5615 24.6839 1.021e-22 2.057e-22 6.463e-22 0.0 108.44 0.0
S193138 30.5708 24.7174 8.044e-21 1.042e-20 1.273e-20 0.0 110.24 0.0
S193140 30.6066 24.7654 1.128e-22 2.140e-22 6.005e-22 0.0 109.12 0.0
S193141 30.5739 24.6751 5.549e-19 1.005e-18 2.487e-18 0.0 108.39 0.0
S193143 30.565 24.6854 4.297e-14 3.024e-14 1.106e-14 0.0 108.87 0.0
S193145 30.5405 24.5698 1.127e-21 1.896e-21 3.952e-21 0.0 107.37 0.0
S193148 30.5615 24.6842 1.083e-18 9.336e-19 4.825e-19 0.0 107.75 0.0
S193150 30.5625 24.6667 9.429e-19 7.967e-19 4.139e-19 0.0 107.59 0.0
S193154 30.5734 24.6863 1.180e-20 1.551e-20 1.995e-20 0.0 108.74 0.0
S193156 30.5626 24.6829 3.695e-19 7.423e-19 2.317e-18 0.0 108.16 0.0
S193160 30.5636 24.6801 1.134e-19 1.127e-19 7.991e-20 0.0 108.35 0.0
S193162 30.557 24.6349 1.863e-21 2.914e-21 5.244e-21 0.0 107.25 0.0
S193167 30.567 24.6928 4.104e-19 5.952e-19 9.146e-19 0.0 110.15 0.0
S193168 30.5295 24.5673 7.083e-21 1.001e-20 1.469e-20 0.0 107.47 0.0
S193170 30.582 24.8298 8.794e-15 6.018e-15 2.071e-15 0.0 109.38 0.0
S193171 30.5439 24.6687 2.038e-22 3.474e-22 7.608e-22 0.0 108.47 0.0
S193172 30.562 24.7316 1.374e-21 2.237e-21 4.325e-21 0.0 109.37 0.0
S193173 30.5667 24.6764 1.597e-18 2.903e-18 7.087e-18 0.0 107.4 0.0
S193174 30.5506 24.6683 6.938e-20 7.986e-20 7.731e-20 0.0 107.1 0.0
S193175 30.5824 24.7621 2.393e-21 3.693e-21 6.319e-21 0.0 109.96 0.0
S193176 30.5753 24.7063 1.549e-18 3.145e-18 9.872e-18 0.0 108.99 0.0
S193177 30.5572 24.692 5.223e-19 4.904e-19 3.074e-19 0.0 109.48 0.0
S193178 30.5983 24.7913 5.899e-21 8.203e-21 1.122e-20 0.0 109.37 0.0
S193179 30.56 24.677 2.508e-22 4.487e-22 1.061e-21 0.0 107.84 0.0
S193182 30.5629 24.6835 2.629e-19 2.518e-19 1.728e-19 0.0 108.25 0.0
S193183 30.5833 24.7132 2.238e-22 4.193e-22 1.128e-21 0.0 108.92 0.0
S193184 30.5628 24.6925 8.150e-20 9.639e-20 9.538e-20 0.0 110.24 0.0
S193186 30.5158 24.5603 1.868e-19 1.906e-19 1.400e-19 0.0 107.75 0.0
S193189 30.5616 24.6782 9.926e-21 1.323e-20 1.702e-20 0.0 106.85 0.0
S193191 30.5649 24.7005 1.540e-22 3.103e-22 9.525e-22 0.0 109.5 0.0
S193193 30.5667 24.6945 2.433e-21 3.775e-21 6.956e-21 0.0 109.41 0.0
S193194 30.5675 24.7092 1.382e-20 1.799e-20 2.241e-20 0.0 110.18 0.0
S193195 30.5711 24.6905 1.096e-21 1.883e-21 4.077e-21 0.0 110.29 0.0
S193199 30.5609 24.6745 1.414e-18 2.451e-18 5.561e-18 0.0 107.05 0.0
S193201 30.5617 24.6802 4.130e-21 6.306e-21 1.103e-20 0.0 108.21 0.0
S193203 30.5511 24.6644 3.250e-21 4.709e-21 7.019e-21 0.0 107.65 0.0
S193205 30.5669 24.6792 1.270e-21 1.994e-21 3.594e-21 0.0 107.24 0.0
S193206 30.5607 24.6788 7.082e-19 6.585e-19 3.977e-19 0.0 106.88 0.0
S193208 30.5705 24.766 1.307e-21 2.102e-21 4.132e-21 0.0 109.19 0.0
S193210 30.5692 24.6928 4.354e-20 4.862e-20 4.307e-20 0.0 109.25 0.0
S193211 30.5581 24.6758 1.432e-22 2.554e-22 6.098e-22 0.0 107.77 0.0
S193214 30.5679 24.7097 5.702e-19 5.093e-19 3.032e-19 0.0 109.76 0.0
S193215 30.5729 24.7064 1.280e-21 2.039e-21 3.790e-21 0.0 110.21 0.0
S193216 30.5496 24.6585 5.815e-21 8.004e-21 1.135e-20 0.0 107.02 0.0
S193218 30.5774 24.6799 9.932e-21 1.318e-20 1.729e-20 0.0 108.43 0.0
S193219 30.5978 24.6966 4.081e-21 5.561e-21 7.608e-21 0.0 108.64 0.0
S193220 30.5766 24.6829 2.576e-19 2.631e-19 1.942e-19 0.0 108.56 0.0
S193222 30.5637 24.6814 1.193e-19 1.299e-19 1.081e-19 0.0 107.69 0.0
S193224 30.5438 24.6737 4.051e-19 3.792e-19 2.441e-19 0.0 108.52 0.0
S193225 30.5584 24.6816 1.264e-18 2.211e-18 5.209e-18 0.0 108.4 0.0
S193230 30.5433 24.6556 4.324e-19 4.092e-19 2.554e-19 0.0 108.14 0.0
S193235 30.5561 24.6708 5.639e-19 9.582e-19 2.028e-18 0.0 107.46 0.0
S193238 30.5729 24.6892 2.128e-17 1.626e-17 6.846e-18 0.0 108.76 1.0
S193239 30.5614 24.6709 1.301e-21 2.117e-21 4.133e-21 0.0 107.12 0.0
S193244 30.5634 24.6866 1.582e-20 1.976e-20 2.347e-20 0.0 108.8 0.0
S193245 30.5601 24.6878 1.232e-20 1.531e-20 1.718e-20 0.0 108.67 0.0
S193246 30.556 24.6658 6.267e-22 1.094e-21 2.500e-21 0.0 107.12 0.0
S193247 30.5517 24.6358 7.610e-21 1.014e-20 1.350e-20 0.0 107.44 0.0
S193251 30.572 24.6899 2.706e-19 2.772e-19 2.065e-19 0.0 110.26 0.0
S193255 30.5621 24.6878 1.297e-20 1.713e-20 2.157e-20 0.0 109.81 0.0
S193256 30.5691 24.6644 1.958e-22 3.618e-22 9.126e-22 0.0 107.7 1.0
S193257 30.5694 24.7246 2.463e-21 3.886e-21 6.892e-21 0.0 109.57 0.0
S193263 30.5784 24.6974 1.762e-19 1.765e-19 1.301e-19 0.0 109.12 0.0
S193264 30.577 24.6941 9.417e-20 1.001e-19 8.027e-20 0.0 108.69 0.0
S193267 30.5655 24.6852 3.186e-20 3.740e-20 3.831e-20 0.0 108.8 0.0
S193268 30.5693 24.707 1.970e-21 3.099e-21 5.573e-21 0.0 110.23 1.0
S193269 30.5498 24.6433 6.999e-19 6.465e-19 4.109e-19 0.0 107.74 0.0
S193270 30.6017 24.8274 8.372e-21 1.115e-20 1.495e-20 0.0 109.76 0.0
S193271 30.5393 24.6275 4.260e-22 7.803e-22 1.946e-21 0.0 107.99 0.0
S193273 30.5672 24.6668 8.525e-22 1.449e-21 3.081e-21 0.0 107.4 0.0
S193275 30.5677 24.6836 3.344e-19 6.042e-19 1.412e-18 0.0 107.9 0.0
S193276 30.5653 24.6972 1.554e-22 2.588e-22 5.468e-22 0.0 110.25 0.0
S193281 30.5458 24.6026 6.896e-19 1.195e-18 2.737e-18 0.0 107.26 0.0
S193282 30.5736 24.6938 4.704e-21 6.490e-21 9.079e-21 0.0 110.22 0.0
S193283 30.5586 24.6921 7.162e-20 7.719e-20 6.262e-20 0.0 109.69 0.0
S193288 30.5716 24.728 9.503e-22 1.556e-21 3.024e-21 0.0 109.91 0.0
S193290 30.5594 24.6613 1.062e-19 1.114e-19 8.720e-20 0.0 106.94 1.0
S193291 30.5641 24.6884 3.928e-21 5.823e-21 9.552e-21 0.0 108.78 0.0
S193294 30.5671 24.7294 4.269e-20 5.067e-20 5.049e-20 0.0 109.58 0.0
S193296 30.5542 24.6773 1.026e-18 1.702e-18 3.666e-18 0.0 108.03 0.0
S193297 30.5924 24.8231 1.309e-18 1.142e-18 6.178e-19 0.0 109.74 0.0
S193301 30.5632 24.6727 1.898e-20 2.442e-20 2.891e-20 0.0 107.05 0.0
S193302 30.5654 24.7663 9.089e-21 1.263e-20 1.768e-20 0.0 109.09 0.0
S193303 30.5617 24.6633 3.770e-20 4.524e-20 4.921e-20 0.0 107.04 0.0
S193304 30.562 24.6973 1.330e-18 1.942e-18 3.182e-18 0.0 108.91 0.0
S193305 30.5529 24.6487 2.630e-22 4.477e-22 9.836e-22 0.0 106.87 0.0
S193306 30.5666 24.6846 7.169e-20 7.645e-20 6.446e-20 0.0 108.61 0.0
S193308 30.5688 24.6848 1.506e-18 1.276e-18 6.555e-19 0.0 108.7 0.0
S193310 30.5447 24.6268 9.656e-20 1.067e-19 9.713e-20 0.0 107.07 0.0
S193312 30.6002 24.8935 1.617e-20 1.999e-20 2.161e-20 0.0 109.4 0.0
S193314 30.5692 24.7008 9.171e-21 1.218e-20 1.549e-20 0.0 109.73 0.0
S193315 30.559 24.6835 2.584e-20 3.114e-20 3.246e-20 0.0 108.23 0.0
S193316 30.5574 24.6362 3.726e-21 5.390e-21 8.251e-21 0.0 107.3 0.0
S193318 30.5639 24.6585 7.824e-19 1.389e-18 3.230e-18 0.0 107.43 0.0
S193319 30.5659 24.6788 1.032e-18 2.399e-18 1.009e-17 0.0 107.18 0.0
S193320 30.5922 24.7408 1.051e-22 2.100e-22 6.486e-22 0.0 109.46 0.0
S193321 30.5634 24.6989 1.999e-21 2.851e-21 4.285e-21 0.0 109.78 0.0
S193322 30.5714 24.6892 1.440e-22 2.671e-22 6.726e-22 0.0 110.24 0.0
S193323 30.5623 24.6951 2.213e-19 2.080e-19 1.397e-19 0.0 109.72 0.0
S193327 30.5624 24.6767 3.505e-21 5.219e-21 8.349e-21 0.0 107.16 0.0
S193328 30.5767 24.7436 5.290e-19 4.844e-19 3.022e-19 0.0 110.2 0.0
S193329 30.5622 24.6568 2.938e-19 2.945e-19 2.158e-19 0.0 107.29 0.0
S193331 30.5417 24.5421 8.579e-21 1.174e-20 1.583e-20 0.0 107.73 0.0
S193332 30.5506 24.6776 2.109e-19 2.206e-19 1.676e-19 0.0 108.22 0.0
S193334 30.5597 24.6709 1.695e-22 3.379e-22 1.030e-21 0.0 106.98 0.0
S193336 30.5679 24.7535 2.351e-20 2.899e-20 3.136e-20 0.0 109.47 0.0
S193338 30.5458 24.6044 4.126e-22 7.020e-22 1.501e-21 0.0 107.15 0.0
S193340 30.5591 24.6606 1.010e-21 1.639e-21 3.182e-21 0.0 106.9 0.0
S193342 30.5587 24.6816 1.681e-19 1.825e-19 1.511e-19 0.0 108.23 0.0
S193343 30.5867 24.7256 1.297e-19 1.412e-19 1.186e-19 0.0 109.01 0.0
S193344 30.5741 24.7402 1.067e-20 1.317e-20 1.421e-20 0.0 109.97 0.0
S193345 30.5673 24.699 1.421e-21 2.218e-21 4.193e-21 0.0 110.02 0.0
S193348 30.5684 24.7018 3.237e-21 4.710e-21 7.384e-21 0.0 110.07 0.0
S193349 30.573 24.7664 6.557e-21 8.862e-21 1.198e-20 0.0 109.5 0.0
S193350 30.5694 24.6948 3.455e-22 6.426e-22 1.622e-21 0.0 109.73 0.0
S193351 30.5826 24.7294 5.670e-21 8.519e-21 1.404e-20 0.0 109.75 0.0
S193352 30.5676 24.6798 3.453e-21 5.027e-21 8.176e-21 0.0 106.92 0.0
S193354 30.5681 24.6944 4.441e-20 5.244e-20 5.481e-20 0.0 110.15 0.0
S193356 30.5707 24.7856 8.868e-19 7.757e-19 4.373e-19 0.0 109.24 0.0
S193357 30.5617 24.7002 8.237e-15 1.101e-14 1.473e-14 0.0 109.15 0.0
S193359 30.5618 24.7 4.171e-20 4.833e-20 4.714e-20 0.0 108.89 0.0
S193360 30.5671 24.676 2.740e-21 4.055e-21 6.664e-21 0.0 107.04 0.0
S193362 30.5553 24.6571 7.270e-22 1.185e-21 2.277e-21 0.0 107.27 0.0
S193364 30.5602 24.6773 2.099e-22 3.965e-22 1.047e-21 0.0 107.83 0.0
S193365 30.5663 24.6979 2.384e-21 3.578e-21 5.977e-21 0.0 110.07 0.0
